Species,Healthy_Median,Healthy_Distribution,CRC_Median,CRC_Distribution,Test,Test_Statistic,P_Value,Correction_Performed,Corrected_Pvalue,Reject
Pulveribacter_suum,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8513.0,0.0002564561938665299,fdr_bh,0.0011365545635550933,True
Pseudomonas_versuta,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8490.0,0.0003037506062451053,fdr_bh,0.0011365545635550933,True
Pseudomonas_thermotolerans,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8543.0,0.00020509804284023583,fdr_bh,0.0011365545635550933,True
Pseudomonas_sp_WCS374,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8506.0,0.0002700640792979452,fdr_bh,0.0011365545635550933,True
Pseudomonas_sp_VLB120,-3.218692010395868,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8667.0,7.882153254141565e-05,fdr_bh,0.0011365545635550933,True
Pseudomonas_savastanoi,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8527.0,0.00023114702413109533,fdr_bh,0.0011365545635550933,True
Pseudomonas_rhodesiae,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8579.0,0.00015622068561185943,fdr_bh,0.0011365545635550933,True
Pseudomonas_psychrophila,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8492.0,0.000299334359536056,fdr_bh,0.0011365545635550933,True
Pseudomonas_oleovorans,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8531.0,0.00022435831373347157,fdr_bh,0.0011365545635550933,True
Pseudomonas_moraviensis,-3.2188942248307075,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8593.0,0.00014036006641559112,fdr_bh,0.0011365545635550933,True
Pseudomonas_mandelii,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8506.0,0.0002700640792979452,fdr_bh,0.0011365545635550933,True
Pseudomonas_fragi,-3.2188942248307075,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8542.0,0.0002066417419442941,fdr_bh,0.0011365545635550933,True
Pseudomonas_fluorescens,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8506.0,0.0002700640792979452,fdr_bh,0.0011365545635550933,True
Pseudomonas_balearica,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8489.0,0.0003059815402487447,fdr_bh,0.0011365545635550933,True
Pseudomonas_aeruginosa,-3.2158430695976,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8554.0,0.000188817289963143,fdr_bh,0.0011365545635550933,True
Pseudoclostridium_thermosuccinogenes,-3.218692010395868,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8707.0,5.7252148166854735e-05,fdr_bh,0.0011365545635550933,True
Pseudescherichia_vulneris,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8489.0,0.0003059815402487447,fdr_bh,0.0011365545635550933,True
Providencia_alcalifaciens,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8500.0,0.00028226373118729993,fdr_bh,0.0011365545635550933,True
Proteiniphilum_saccharofermentans,-3.2188942248307075,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8649.0,9.085547470281759e-05,fdr_bh,0.0011365545635550933,True
Proteiniclasticum_ruminis,-3.1993192293079282,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8704.0,5.8652767012697876e-05,fdr_bh,0.0011365545635550933,True
Propionimicrobium_lymphophilum,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8497.0,0.0002885554172110832,fdr_bh,0.0011365545635550933,True
Prevotella_paludivivens,-3.1663282973098266,Not Normally Distributed,-3.486803954025678,Not Normally Distributed,Mann-Whitney U Test,8703.0,5.9126807289837677e-05,fdr_bh,0.0011365545635550933,True
Pragia_fontium,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8511.0,0.0002602770741662458,fdr_bh,0.0011365545635550933,True
Porticoccus_hydrocarbonoclasticus,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8506.0,0.0002700640792979452,fdr_bh,0.0011365545635550933,True
Porphyromonas_catoniae,-3.2188942248307075,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8559.0,0.0001818257086994528,fdr_bh,0.0011365545635550933,True
Pisciglobus_halotolerans,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8509.0,0.00026415127971770897,fdr_bh,0.0011365545635550933,True
Corynebacterium_camporealensis,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8506.0,0.0002700640792979452,fdr_bh,0.0011365545635550933,True
nan,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8531.0,0.00022435831373347157,fdr_bh,0.0011365545635550933,True
Bradyrhizobium_sp_SK17,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8506.0,0.0002700640792979452,fdr_bh,0.0011365545635550933,True
Anaerosalibacter_massiliensis,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8585.0,0.00014922711954261112,fdr_bh,0.0011365545635550933,True
Aeromonas_sp_ASNIH2,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8580.0,0.00015503405991971358,fdr_bh,0.0011365545635550933,True
Citrobacter_youngae,-3.050327597547213,Not Normally Distributed,-3.387593942714151,Not Normally Distributed,Mann-Whitney U Test,8570.0,0.00016729174992871523,fdr_bh,0.0011365545635550933,True
Anaerosporobacter_mobilis,-3.108746401711455,Not Normally Distributed,-3.4661029791993716,Not Normally Distributed,Mann-Whitney U Test,8695.0,6.305189356349581e-05,fdr_bh,0.0011365545635550933,True
Citrobacter_werkmanii,-3.1993192293079282,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8706.0,5.77154630361953e-05,fdr_bh,0.0011365545635550933,True
Citrobacter_sp_FDAARGOS_156,-3.1663282973098266,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8586.0,0.00014809057839932545,fdr_bh,0.0011365545635550933,True
Aeromonas_sp_ASNIH1,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8580.0,0.00015503405991971358,fdr_bh,0.0011365545635550933,True
Anaerovorax_odorimutans,-3.2188942248307075,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8656.0,8.598279462056647e-05,fdr_bh,0.0011365545635550933,True
Anoxybacter_fermentans,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8528.0,0.00022943200141465987,fdr_bh,0.0011365545635550933,True
Aeromonas_rivipollensis,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8489.0,0.0003059815402487447,fdr_bh,0.0011365545635550933,True
Clostridium_neonatale,-3.211477340154312,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8783.0,3.0718049007256864e-05,fdr_bh,0.0011365545635550933,True
Clostridium_oryzae,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8488.0,0.00030822781013289073,fdr_bh,0.0011365545635550933,True
Aeromonas_sp_ASNIH3,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8580.0,0.00015503405991971358,fdr_bh,0.0011365545635550933,True
Arcanobacterium_urinimassiliense,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8577.0,0.0001586196272846963,fdr_bh,0.0011365545635550933,True
Atopobacter_phocae,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8501.0,0.0002801952280569642,fdr_bh,0.0011365545635550933,True
Citrobacter_portucalensis,-3.0682811733214397,Not Normally Distributed,-3.4519887017933506,Not Normally Distributed,Mann-Whitney U Test,8928.0,8.86188976204423e-06,fdr_bh,0.0011365545635550933,True
Citrobacter_pasteurii,-3.1622668000097534,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8786.0,2.9960079505798142e-05,fdr_bh,0.0011365545635550933,True
Aerococcus_viridans,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8485.0,0.00031505961063255165,fdr_bh,0.0011365545635550933,True
Citrobacter_freundii_complex_sp_CFNIH9,-3.0682811733214397,Not Normally Distributed,-3.387593942714151,Not Normally Distributed,Mann-Whitney U Test,8622.0,0.00011220348540150782,fdr_bh,0.0011365545635550933,True
Citrobacter_freundii_complex_sp_CFNIH4,-2.9899820917690825,Not Normally Distributed,-3.3768388783081242,Not Normally Distributed,Mann-Whitney U Test,8612.0,0.00012124884338007096,fdr_bh,0.0011365545635550933,True
Aerococcus_urinae,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8523.0,0.00023812815497716033,fdr_bh,0.0011365545635550933,True
Citrobacter_freundii_complex_sp_CFNIH3,-2.983019440828583,Not Normally Distributed,-3.3768388783081242,Not Normally Distributed,Mann-Whitney U Test,8719.0,5.196018169323987e-05,fdr_bh,0.0011365545635550933,True
Aureimonas_phyllosphaerae,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8492.0,0.000299334359536056,fdr_bh,0.0011365545635550933,True
Bacillus_andreraoultii,-3.20674670143306,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8700.0,6.057079187606564e-05,fdr_bh,0.0011365545635550933,True
Actinotignum_schaalii,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8568.0,0.0001698502525727855,fdr_bh,0.0011365545635550933,True
Citrobacter_braakii,-3.148709586153581,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8782.0,3.09747298496826e-05,fdr_bh,0.0011365545635550933,True
Aeromonas_caviae,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8580.0,0.00015503405991971358,fdr_bh,0.0011365545635550933,True
Citrobacter_amalonaticus,-3.1743244289312784,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8487.0,0.0003104895131752729,fdr_bh,0.0011365545635550933,True
Anaerolineaceae_bacterium_oral_taxon_439,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8604.0,0.0001289756109053628,fdr_bh,0.0011365545635550933,True
Clostridium_intestinale,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8524.0,0.00023636455922489456,fdr_bh,0.0011365545635550933,True
Clostridium_cavendishii,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8507.0,0.00026807949816217525,fdr_bh,0.0011365545635550933,True
Algoriphagus_faecimaris,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8499.0,0.0002843465361139174,fdr_bh,0.0011365545635550933,True
Clostridium_botulinum,-3.218140623353655,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8770.0,3.421824162044699e-05,fdr_bh,0.0011365545635550933,True
Clostridium_cellulosi,-3.218140623353655,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8496.0,0.0002906816776296504,fdr_bh,0.0011365545635550933,True
Alkalimonas_amylolytica,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8489.0,0.0003059815402487447,fdr_bh,0.0011365545635550933,True
Clostridium_bornimense,-3.2158430695976,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8633.0,0.00010299027776669197,fdr_bh,0.0011365545635550933,True
Clostridium_chauvoei,-3.1663282973098266,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8866.0,1.5213276575640879e-05,fdr_bh,0.0011365545635550933,True
Clostridium_chromiireducens,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8530.0,0.00022603772313894776,fdr_bh,0.0011365545635550933,True
Clostridium_beijerinckii,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8577.0,0.0001586196272846963,fdr_bh,0.0011365545635550933,True
Clostridium_cocleatum,-3.1904496083845473,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8525.0,0.00023461322474487703,fdr_bh,0.0011365545635550933,True
Clostridium_collagenovorans,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8580.0,0.00015503405991971358,fdr_bh,0.0011365545635550933,True
Aggregatibacter_actinomycetemcomitans,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8562.0,0.00017774836268234112,fdr_bh,0.0011365545635550933,True
Clostridium_isatidis,-3.218140623353655,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8532.0,0.0002226906223373884,fdr_bh,0.0011365545635550933,True
Clostridium_fallax,-3.218692010395868,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8740.0,4.379672248245849e-05,fdr_bh,0.0011365545635550933,True
Clostridium_frigidicarnis,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8530.0,0.00022603772313894776,fdr_bh,0.0011365545635550933,True
Amphibacillus_sediminis,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8531.0,0.00022435831373347157,fdr_bh,0.0011365545635550933,True
Clostridium_gasigenes,-3.2188942248307075,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8611.0,0.00012219025033117595,fdr_bh,0.0011365545635550933,True
Aeromonas_sp_ASNIH7,-3.2188942248307075,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8636.0,0.00010060435502188441,fdr_bh,0.0011365545635550933,True
Anaerobium_acetethylicum,-3.2158430695976,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8605.0,0.00012798499211223103,fdr_bh,0.0011365545635550933,True
Clostridium_baratii,-3.1663282973098266,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8989.0,5.140212421083974e-06,fdr_bh,0.0011365545635550933,True
Aeromonas_sp_ASNIH5,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8580.0,0.00015503405991971358,fdr_bh,0.0011365545635550933,True
Clostridium_homopropionicum,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8493.0,0.00029714885503459386,fdr_bh,0.0011365545635550933,True
Clostridium_ihumii,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8530.0,0.00022603772313894776,fdr_bh,0.0011365545635550933,True
Clostridium_amylolyticum,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8530.0,0.00022603772313894776,fdr_bh,0.0011365545635550933,True
Clostridium_algidicarnis,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8506.0,0.0002700640792979452,fdr_bh,0.0011365545635550933,True
Clostridioides_mangenotii,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8593.0,0.00014036006641559112,fdr_bh,0.0011365545635550933,True
Clostridium_fimetarium,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8532.0,0.0002226906223373884,fdr_bh,0.0011365545635550933,True
Clostridium_cadaveris,-3.211477340154312,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8769.0,3.450262610902937e-05,fdr_bh,0.0011365545635550933,True
Clostridium_perfringens,-3.0540100205921625,Not Normally Distributed,-3.4034055690547618,Not Normally Distributed,Mann-Whitney U Test,8495.0,0.00029282260834583907,fdr_bh,0.0011365545635550933,True
Bacillus_coagulans,-3.20674670143306,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8855.0,1.6720921729554097e-05,fdr_bh,0.0011365545635550933,True
Clostridium_tepidum,-3.2188942248307075,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8498.0,0.00028644373416880485,fdr_bh,0.0011365545635550933,True
Clostridium_thermoalcaliphilum,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8531.0,0.00022435831373347157,fdr_bh,0.0011365545635550933,True
Candidatus_Midichloria_mitochondrii,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8506.0,0.0002700640792979452,fdr_bh,0.0011365545635550933,True
Bradyrhizobium_elkanii,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8506.0,0.0002700640792979452,fdr_bh,0.0011365545635550933,True
Clostridium_thermobutyricum,-3.1904496083845473,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8884.0,1.3022046550901485e-05,fdr_bh,0.0011365545635550933,True
Acinetobacter_indicus,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8506.0,0.0002700640792979452,fdr_bh,0.0011365545635550933,True
Clostridium_uliginosum,-3.218140623353655,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8756.0,3.840998864748967e-05,fdr_bh,0.0011365545635550933,True
Clostridium_ventriculi,-3.218692010395868,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8657.0,8.530719592055657e-05,fdr_bh,0.0011365545635550933,True
Acinetobacter_haemolyticus,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8506.0,0.0002700640792979452,fdr_bh,0.0011365545635550933,True
Acinetobacter_baumannii,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8506.0,0.0002700640792979452,fdr_bh,0.0011365545635550933,True
Acidovorax_soli,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8506.0,0.0002700640792979452,fdr_bh,0.0011365545635550933,True
Acidovorax_delafieldii,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8506.0,0.0002700640792979452,fdr_bh,0.0011365545635550933,True
Candidatus_Liberibacter_africanus,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8492.0,0.000299334359536056,fdr_bh,0.0011365545635550933,True
Brochothrix_thermosphacta,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8537.0,0.0002145252980920305,fdr_bh,0.0011365545635550933,True
Brucella_microti,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8500.0,0.00028226373118729993,fdr_bh,0.0011365545635550933,True
Burkholderiales_bacterium_GJ-E10,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8561.0,0.0001790978279545847,fdr_bh,0.0011365545635550933,True
Candidatus_Carsonella_ruddii,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8506.0,0.0002700640792979452,fdr_bh,0.0011365545635550933,True
Candidatus_Arthromitus_sp_SFB-rat-Yit,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8509.0,0.00026415127971770897,fdr_bh,0.0011365545635550933,True
Campylobacter_sputorum,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8530.0,0.00022603772313894776,fdr_bh,0.0011365545635550933,True
Campylobacter_fetus,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8503.0,0.0002761007644770394,fdr_bh,0.0011365545635550933,True
Campylobacter_curvus,-3.2158430695976,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8487.0,0.0003104895131752729,fdr_bh,0.0011365545635550933,True
Caloramator_mitchellensis,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8514.0,0.000254565537971272,fdr_bh,0.0011365545635550933,True
Acetivibrio_ethanolgignens,11.00004223533674,Not Normally Distributed,10.491074502814783,Not Normally Distributed,Mann-Whitney U Test,8545.0,0.00020204308603199872,fdr_bh,0.0011365545635550933,True
Acetitomaculum_ruminis,-3.20674670143306,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8769.0,3.450262610902937e-05,fdr_bh,0.0011365545635550933,True
Caldanaerobius_polysaccharolyticus,-3.218692010395868,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8715.0,5.36704091425818e-05,fdr_bh,0.0011365545635550933,True
Bacillus_bogoriensis,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8488.0,0.00030822781013289073,fdr_bh,0.0011365545635550933,True
Clostridium_sulfidigenes,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8533.0,0.00022103457315202264,fdr_bh,0.0011365545635550933,True
Clostridium_taeniosporum,-3.218140623353655,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8753.0,3.936953856244351e-05,fdr_bh,0.0011365545635550933,True
Bordetella_sp_HZ20,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8489.0,0.0003059815402487447,fdr_bh,0.0011365545635550933,True
Bacillus_licheniformis,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8509.0,0.00026415127971770897,fdr_bh,0.0011365545635550933,True
Clostridium_puniceum,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8580.0,0.00015503405991971358,fdr_bh,0.0011365545635550933,True
Bacillus_tuaregi,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8514.0,0.000254565537971272,fdr_bh,0.0011365545635550933,True
Bacteroidales_bacterium_CF,-3.218692010395868,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8507.0,0.00026807949816217525,fdr_bh,0.0011365545635550933,True
Clostridium_saccharobutylicum,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8577.0,0.0001586196272846963,fdr_bh,0.0011365545635550933,True
Actinomyces_urinae,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8522.0,0.00023990409144914945,fdr_bh,0.0011365545635550933,True
Clostridium_saccharoperbutylacetonicum,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8530.0,0.00022603772313894776,fdr_bh,0.0011365545635550933,True
Actinobacillus_pleuropneumoniae,-3.2188942248307075,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8527.0,0.00023114702413109533,fdr_bh,0.0011365545635550933,True
Clostridium_sartagoforme,-3.12872593624261,Not Normally Distributed,-3.486803954025678,Not Normally Distributed,Mann-Whitney U Test,8576.0,0.00015983205799391192,fdr_bh,0.0011365545635550933,True
Acinetobacter_ursingii,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8580.0,0.00015503405991971358,fdr_bh,0.0011365545635550933,True
Acinetobacter_tandoii,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8506.0,0.0002700640792979452,fdr_bh,0.0011365545635550933,True
Cellulosilyticum_lentocellum,-3.218692010395868,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8538.0,0.00021292633849585746,fdr_bh,0.0011365545635550933,True
Cellulosilyticum_sp_WCF-2,-3.218140623353655,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8598.0,0.0001350727303641096,fdr_bh,0.0011365545635550933,True
Bifidobacterium_choerinum,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8490.0,0.0003037506062451053,fdr_bh,0.0011365545635550933,True
Capnocytophaga_canimorsus,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8494.0,0.0002949783028160823,fdr_bh,0.0011365545635550933,True
Bifidobacterium_mongoliense,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8527.0,0.00023114702413109533,fdr_bh,0.0011365545635550933,True
Capnocytophaga_granulosa,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8531.0,0.00022435831373347157,fdr_bh,0.0011365545635550933,True
Capnocytophaga_leadbetteri,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8537.0,0.0002145252980920305,fdr_bh,0.0011365545635550933,True
Celeribacter_halophilus,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8492.0,0.000299334359536056,fdr_bh,0.0011365545635550933,True
Clostridium_butyricum,-3.1993192293079282,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8754.0,3.904718858422689e-05,fdr_bh,0.0011365545635550933,True
Cardiobacterium_valvarum,-3.2188942248307075,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8642.0,9.598817088988833e-05,fdr_bh,0.0011365545635550933,True
Carnobacterium_gallinarum,-3.2188942248307075,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8609.0,0.00012409377494628852,fdr_bh,0.0011365545635550933,True
Bifidobacterium_crudilactis,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8527.0,0.00023114702413109533,fdr_bh,0.0011365545635550933,True
