Bacterial_Species,Prevalence,Mean_Relative_Abundance,Cohort
Clostridium_sporosphaeroides,0.23595505617977527,5.478650621336162e-05,Healthy
Clostridium_sulfidigenes,0.011235955056179775,1.2616156922388084e-05,Healthy
Clostridium_symbiosum,0.9887640449438202,0.000970462300148925,Healthy
Clostridium_taeniosporum,0.033707865168539325,1.9384861827709613e-05,Healthy
Clostridium_tepidum,0.016853932584269662,2.3933769682766502e-05,Healthy
Clostridium_thermoalcaliphilum,0.0056179775280898875,1.0318629958646186e-05,Healthy
Clostridium_thermobutyricum,0.06741573033707865,4.8844620348796294e-05,Healthy
Clostridium_uliginosum,0.03932584269662921,1.9910704603517243e-05,Healthy
Clostridium_ventriculi,0.02247191011235955,1.7081493453519807e-05,Healthy
Clostridium_viride,0.0898876404494382,2.2253876967871245e-05,Healthy
Colibacter_massiliensis,0.06741573033707865,1.981714560830091e-05,Healthy
Collinsella_aerofaciens,0.898876404494382,0.00935655169098284,Healthy
Collinsella_bouchesdurhonensis,0.5224719101123596,0.0003687991093613515,Healthy
Collinsella_ihuae,0.10112359550561797,3.3163373244215693e-05,Healthy
Collinsella_intestinalis,0.449438202247191,0.00029839713817077175,Healthy
Collinsella_massiliensis,0.08426966292134831,5.134930416399409e-05,Healthy
Collinsella_phocaeensis,0.4943820224719101,7.343678209199817e-05,Healthy
Collinsella_stercoris,0.25280898876404495,0.0001761770476442346,Healthy
Collinsella_tanakaei,0.1853932584269663,0.0002875635712580237,Healthy
Colwellia_marinimaniae,0.0056179775280898875,1.1582255796693794e-05,Healthy
Comamonas_kerstersii,0.011235955056179775,3.0527435290582795e-05,Healthy
Coprobacter_fastidiosus,0.9606741573033708,0.001336107961047278,Healthy
Coprobacter_secundus,0.9831460674157303,0.0006351699437495153,Healthy
Coprococcus_comes,1.0,0.003313163899727322,Healthy
Coprococcus_eutactus,0.9831460674157303,0.0009559499290264574,Healthy
Coriobacteriaceae_bacterium_68-1-3,0.21348314606741572,3.151675542763935e-05,Healthy
Corynebacterium_argentoratense,0.0449438202247191,0.00043899295774999566,Healthy
Corynebacterium_aurimucosum,0.011235955056179775,2.1062618171946787e-05,Healthy
Corynebacterium_camporealensis,0.0056179775280898875,1.6399756515895487e-05,Healthy
Corynebacterium_durum,0.3089887640449438,5.42171031606614e-05,Healthy
Corynebacterium_ihumii,0.0056179775280898875,3.965855619442027e-05,Healthy
Corynebacterium_jeikeium,0.0056179775280898875,2.9922585578860662e-05,Healthy
Corynebacterium_matruchotii,0.011235955056179775,4.554437755575715e-05,Healthy
Corynebacterium_pseudodiphtheriticum,0.011235955056179775,3.344074713661604e-05,Healthy
Corynebacterium_pyruviciproducens,0.011235955056179775,1.082099615323916e-05,Healthy
Corynebacterium_simulans,0.016853932584269662,3.3673228773368096e-05,Healthy
Corynebacterium_singulare,0.0056179775280898875,4.084735842959616e-05,Healthy
Corynebacterium_sp_NML98-0116,0.011235955056179775,3.0818970559022516e-05,Healthy
Corynebacterium_urealyticum,0.0056179775280898875,1.0162194493177032e-05,Healthy
Cronobacter_condimenti,0.0056179775280898875,0.0002251867372763197,Healthy
Cronobacter_malonaticus,0.028089887640449437,4.142536439987741e-05,Healthy
Cronobacter_muytjensii,0.0056179775280898875,1.5399173855047742e-05,Healthy
Cronobacter_sakazakii,0.08426966292134831,0.000173402006930421,Healthy
Cronobacter_turicensis,0.0056179775280898875,3.938827518459909e-05,Healthy
Cronobacter_universalis,0.011235955056179775,1.313848284193804e-05,Healthy
Cryptobacterium_curtum,0.033707865168539325,3.125571583709219e-05,Healthy
Culturomica_massiliensis,0.9382022471910112,0.00033692939134879986,Healthy
Cutibacterium_acnes,0.0449438202247191,5.561582206741574e-05,Healthy
Dakarella_massiliensis,0.1348314606741573,0.003706499779120187,Healthy
Defluviitalea_phaphyphila,0.011235955056179775,2.0814927599436404e-05,Healthy
Dehalococcoides_mccartyi,0.016853932584269662,2.1668576898798772e-05,Healthy
Deinococcus_wulumuqiensis,0.0056179775280898875,1.2615102983217132e-05,Healthy
Denitrobacterium_detoxificans,0.10674157303370786,3.073832805548718e-05,Healthy
Desemzia_incerta,0.0056179775280898875,0.00011685689976021517,Healthy
Desnuesiella_massiliensis,0.011235955056179775,1.2282652462135415e-05,Healthy
Desulfobacter_postgatei,0.016853932584269662,1.4676939996255213e-05,Healthy
Desulfobulbus_oralis,0.028089887640449437,1.4415042325303852e-05,Healthy
Desulfomicrobium_orale,0.011235955056179775,4.307408458019773e-05,Healthy
Desulfonispora_thiosulfatigenes,0.028089887640449437,1.3746497339910457e-05,Healthy
Desulfotomaculum_copahuensis,0.016853932584269662,2.6955019312647986e-05,Healthy
Desulfotomaculum_guttoideum,0.19662921348314608,2.3728633460644874e-05,Healthy
Desulfovibrio_desulfuricans,0.19101123595505617,0.00018511713837543188,Healthy
Desulfovibrio_fairfieldensis,0.05056179775280899,0.0008710904332710326,Healthy
Desulfovibrio_legallii,0.12921348314606743,5.166127050093075e-05,Healthy
Desulfovibrio_piger,0.24719101123595505,0.001020607312216142,Healthy
Desulfovibrio_sp_G11,0.07865168539325842,0.000190250745007715,Healthy
Desulfurella_acetivorans,0.028089887640449437,2.2019777399800638e-05,Healthy
Dethiosulfovibrio_peptidovorans,0.016853932584269662,1.3940808867684108e-05,Healthy
Dialister_invisus,0.4044943820224719,0.012452273838919158,Healthy
Dialister_micraerophilus,0.0898876404494382,4.374116450864392e-05,Healthy
Dialister_pneumosintes,0.2696629213483146,0.00017269478831375472,Healthy
Dialister_sp_Marseille-P5638,0.20224719101123595,0.0037101202113150977,Healthy
Dialister_succinatiphilus,0.24719101123595505,0.005070976432474699,Healthy
Dickeya_chrysanthemi,0.0056179775280898875,1.0604550908587057e-05,Healthy
Dickeya_dadantii,0.0056179775280898875,1.8918839721799308e-05,Healthy
Dickeya_sp_CSL_RW240,0.0056179775280898875,4.2984326262055906e-05,Healthy
Dickeya_sp_DW_0440,0.011235955056179775,2.9748872222941886e-05,Healthy
Dickeya_sp_Secpp_1600,0.0056179775280898875,2.170582603287271e-05,Healthy
Dickeya_zeae,0.033707865168539325,5.486108274545866e-05,Healthy
Dielma_fastidiosa,0.21910112359550563,0.00010841095661320788,Healthy
Dolosigranulum_pigrum,0.011235955056179775,2.011562217975455e-05,Healthy
Dorea_formicigenerans,1.0,0.002929359767972312,Healthy
Dorea_longicatena,1.0,0.003841189699831939,Healthy
Dubosiella_newyorkensis,0.0056179775280898875,1.1696574142327525e-05,Healthy
Duodenibacillus_massiliensis,0.43820224719101125,0.0008079117679563392,Healthy
Dysgonomonas_capnocytophagoides,0.011235955056179775,0.00022190271300498703,Healthy
Dysgonomonas_gadei,0.033707865168539325,0.00023224197433305106,Healthy
Dysgonomonas_macrotermitis,0.028089887640449437,1.457048049689039e-05,Healthy
Dysgonomonas_mossii,0.07865168539325842,0.002642113050508046,Healthy
Edwardsiella_anguillarum,0.0056179775280898875,1.782677300698261e-05,Healthy
Edwardsiella_hoshinae,0.0056179775280898875,1.4502044780692654e-05,Healthy
Edwardsiella_ictaluri,0.0056179775280898875,2.455186092823237e-05,Healthy
Edwardsiella_sp_EA181011,0.0056179775280898875,1.3448565662142138e-05,Healthy
Edwardsiella_sp_LADL05-105,0.0056179775280898875,1.863532711156304e-05,Healthy
Edwardsiella_tarda,0.011235955056179775,2.3005402717252955e-05,Healthy
Effusibacillus_pohliae,0.0056179775280898875,1.7147950317688054e-05,Healthy
Eggerthella_lenta,0.9438202247191011,0.0010941245662817946,Healthy
Eggerthella_sp_YY7918,0.2640449438202247,4.6713404876538835e-05,Healthy
Eggerthia_catenaformis,0.12359550561797752,3.1638757698665384e-05,Healthy
Eikenella_corrodens,0.033707865168539325,0.00011215997553183518,Healthy
Eisenbergiella_tayi,0.8202247191011236,0.00021238415275212085,Healthy
Emergencia_timonensis,0.9943820224719101,0.0003650982801314672,Healthy
Empedobacter_brevis,0.0056179775280898875,1.0180858784876873e-05,Healthy
Enorma_massiliensis,0.10674157303370786,0.00010376383882326964,Healthy
Enterobacter_asburiae,0.16853932584269662,0.00013388030096493674,Healthy
Enterobacter_bugandensis,0.07303370786516854,3.141475088773097e-05,Healthy
Enterobacter_cancerogenus,0.03932584269662921,9.857919970289064e-05,Healthy
Enterobacter_cloacae,0.30337078651685395,0.0005583659686519177,Healthy
Enterobacter_cloacae_complex_sp,0.16853932584269662,7.957094869606014e-05,Healthy
Enterobacter_cloacae_complex_sp_ECNIH7,0.15730337078651685,0.0001146887485953512,Healthy
Enterobacter_cloacae_complex_sp_FDA-CDC-AR_0132,0.1348314606741573,0.0003204613360365072,Healthy
Enterobacter_cloacae_complex_sp_FDA-CDC-AR_0164,0.1348314606741573,0.00042688206867814727,Healthy
Enterobacter_hormaechei,0.2303370786516854,0.0004247406868618984,Healthy
Enterobacter_kobei,0.016853932584269662,0.0001388282885281688,Healthy
Enterobacter_lignolyticus,0.02247191011235955,4.732898580643691e-05,Healthy
Enterobacter_ludwigii,0.1853932584269663,0.00023115197413008744,Healthy
Enterobacter_roggenkampii,0.19101123595505617,0.00025651877158652277,Healthy
Enterobacter_sp_638,0.016853932584269662,2.4476519273706175e-05,Healthy
Enterobacter_sp_CRENT-193,0.09550561797752809,6.993520954785186e-05,Healthy
Enterobacter_sp_Crenshaw,0.1348314606741573,0.00018592401336659176,Healthy
Enterobacter_sp_E20,0.16292134831460675,0.00015787935473938173,Healthy
Enterobacter_sp_FY-07,0.033707865168539325,3.439964829492216e-05,Healthy
Enterobacter_sp_HK169,0.12359550561797752,0.00016852429120421664,Healthy
Enterobacter_sp_ODB01,0.1404494382022472,0.00016724110551710422,Healthy
Enterobacter_sp_R4-368,0.011235955056179775,0.0002771243364155331,Healthy
Enterobacter_sp_SA187,0.0056179775280898875,0.0011464216108106884,Healthy
Enterobacteriaceae_bacterium_ENNIH1,0.011235955056179775,0.0004587053369336952,Healthy
Enterobacteriaceae_bacterium_ENNIH2,0.07303370786516854,5.7919372542924175e-05,Healthy
Enterobacteriaceae_bacterium_ENNIH3,0.06179775280898876,4.7271019621936775e-05,Healthy
Enterobacteriaceae_bacterium_S05,0.14606741573033707,0.00019356774353747162,Healthy
Enterobacteriaceae_bacterium_strain_FGI_57,0.016853932584269662,2.8191432368436015e-05,Healthy
Enterococcus_asini,0.016853932584269662,0.0003559058398246268,Healthy
Enterococcus_canis,0.0056179775280898875,4.707205836395213e-05,Healthy
Enterococcus_casseliflavus,0.02247191011235955,0.00017291862803958845,Healthy
Enterococcus_cecorum,0.07303370786516854,3.3534754344302824e-05,Healthy
Enterococcus_columbae,0.15730337078651685,2.0367076621640107e-05,Healthy
Enterococcus_devriesei,0.011235955056179775,2.6599912007314992e-05,Healthy
Enterococcus_dispar,0.02247191011235955,6.820227334208437e-05,Healthy
Enterococcus_durans,0.016853932584269662,0.00011689031088952215,Healthy
Enterococcus_faecalis,0.15168539325842698,0.00016801462759520215,Healthy
Enterococcus_faecium,0.7359550561797753,0.0008723726746875548,Healthy
Enterococcus_gallinarum,0.011235955056179775,2.3360718139860302e-05,Healthy
Enterococcus_gilvus,0.34269662921348315,3.105970899622089e-05,Healthy
Enterococcus_hermanniensis,0.0056179775280898875,3.812376266402046e-05,Healthy
Enterococcus_hirae,0.011235955056179775,5.7049739332422244e-05,Healthy
Enterococcus_italicus,0.011235955056179775,0.00025236104884462484,Healthy
Enterococcus_malodoratus,0.033707865168539325,2.5388926317568262e-05,Healthy
Enterococcus_massiliensis,0.011235955056179775,4.478243594722299e-05,Healthy
Enterococcus_mundtii,0.0056179775280898875,0.00010572492259441445,Healthy
Enterococcus_pseudoavium,0.02247191011235955,1.2831104369148032e-05,Healthy
Enterococcus_saccharolyticus,0.011235955056179775,2.5170195545328222e-05,Healthy
Enterococcus_sp_CR-Ec1,0.0056179775280898875,1.2920645061883881e-05,Healthy
Enterococcus_sp_FDAARGOS_375,0.02247191011235955,3.514333594955352e-05,Healthy
Enterococcus_sp_FDAARGOS_553,0.0449438202247191,0.00026068143690741554,Healthy
Enterococcus_thailandicus,0.016853932584269662,1.4795834253260301e-05,Healthy
Enterorhabdus_caecimuris,0.2640449438202247,2.7180324940140683e-05,Healthy
Enterorhabdus_mucosicola,0.21348314606741572,2.7893706737249048e-05,Healthy
Erwinia_iniecta,0.011235955056179775,1.6709699710274742e-05,Healthy
Erwinia_mallotivora,0.0056179775280898875,1.0001209764919476e-05,Healthy
Erwinia_persicina,0.0056179775280898875,1.3249741263217e-05,Healthy
Erwinia_teleogrylli,0.033707865168539325,4.604486255861995e-05,Healthy
Erwinia_tracheiphila,0.02247191011235955,4.4267600211874005e-05,Healthy
Erysipelatoclostridium_ramosum,0.7865168539325843,0.002115347554683119,Healthy
Erysipelothrix_rhusiopathiae,0.0056179775280898875,1.4710220283271546e-05,Healthy
Erysipelotrichaceae_bacterium_GAM147,0.949438202247191,0.000432467376934108,Healthy
Erysipelotrichaceae_bacterium_I46,0.848314606741573,9.049470140425926e-05,Healthy
Escherichia_albertii,0.06741573033707865,4.9043599115675464e-05,Healthy
Escherichia_coli,0.7078651685393258,0.021205203351443273,Healthy
Escherichia_fergusonii,0.15730337078651685,9.877099819879815e-05,Healthy
Escherichia_marmotae,0.07303370786516854,5.638960054164946e-05,Healthy
Ethanoligenens_harbinense,0.028089887640449437,4.271575531024666e-05,Healthy
Eubacterium_brachy,0.5561797752808989,6.831443266424621e-05,Healthy
Eubacterium_callanderi,0.6910112359550562,6.660759405657424e-05,Healthy
Eubacterium_cellulosolvens,0.1853932584269663,6.769934077032743e-05,Healthy
Eubacterium_coprostanoligenes,0.7528089887640449,0.00017916941574754215,Healthy
Eubacterium_eligens,0.9719101123595506,0.017168241754410632,Healthy
Eubacterium_limosum,0.11235955056179775,2.808964649111402e-05,Healthy
Eubacterium_minutum,0.12359550561797752,2.3200833906141332e-05,Healthy
Eubacterium_nodatum,0.3707865168539326,2.8965301945404496e-05,Healthy
Eubacterium_oxidoreducens,0.47752808988764045,2.717507114728564e-05,Healthy
Eubacterium_plexicaudatum,0.9719101123595506,6.0922588801240366e-05,Healthy
Eubacterium_pyruvativorans,0.1348314606741573,3.5873998719314335e-05,Healthy
Eubacterium_ramulus,1.0,0.0020197534314503624,Healthy
Eubacterium_rectale,1.0,0.021081012448368866,Healthy
Eubacterium_ruminantium,0.11235955056179775,2.8843066709704423e-05,Healthy
Eubacterium_saphenum,0.12359550561797752,4.4292945453879725e-05,Healthy
Eubacterium_siraeum,0.7247191011235955,0.00914498412356309,Healthy
Eubacterium_sulci,0.848314606741573,0.00017048338027279942,Healthy
Eubacterium_uniforme,0.3651685393258427,1.9164711643791423e-05,Healthy
Eubacterium_ventriosum,0.9831460674157303,0.003592674888554263,Healthy
Eubacterium_xylanophilum,0.1348314606741573,2.1716548630911934e-05,Healthy
Ezakiella_massiliensis,0.0056179775280898875,0.00027711496388062616,Healthy
Facklamia_hominis,0.011235955056179775,1.6373997283559842e-05,Healthy
Facklamia_ignava,0.0056179775280898875,1.0994718671365366e-05,Healthy
Facklamia_languida,0.12921348314606743,6.799429038941668e-05,Healthy
Facklamia_miroungae,0.0056179775280898875,1.5657148726150996e-05,Healthy
Faecalibacterium_prausnitzii,1.0,0.025913528872631608,Healthy
Faecalibaculum_rodentium,0.5393258426966292,2.7539123691552496e-05,Healthy
Faecalicatena_contorta,1.0,0.0003256422702030103,Healthy
Faecalicatena_fissicatena,0.09550561797752809,0.00014352071586694212,Healthy
Faecalicoccus_pleomorphus,0.8595505617977528,0.00016105108894541386,Healthy
Faecalitalea_cylindroides,0.9943820224719101,0.0007752895075790909,Healthy
Fastidiosipila_sanguinis,0.028089887640449437,7.052591362905822e-05,Healthy
Fenollaria_massiliensis,0.10112359550561797,7.957839634474549e-05,Healthy
Fenollaria_timonensis,0.0449438202247191,7.958099989971844e-05,Healthy
Fermentimonas_caenicola,0.09550561797752809,5.36571912507907e-05,Healthy
Filifactor_alocis,0.3707865168539326,8.906434512507931e-05,Healthy
Finegoldia_magna,0.20224719101123595,0.00011159035589344242,Healthy
Flavobacterium_fontis,0.0056179775280898875,1.5416557349548183e-05,Healthy
Flavobacterium_marinum,0.011235955056179775,1.3330514264186473e-05,Healthy
Flavonifractor_plautii,0.9943820224719101,0.003990321600169112,Healthy
Fournierella_massiliensis,1.0,0.0006378042494168268,Healthy
Franconibacter_pulveris,0.0056179775280898875,2.4840997935869485e-05,Healthy
Fructobacillus_durionis,0.0056179775280898875,1.044908519539278e-05,Healthy
Fusicatenibacter_saccharivorans,1.0,0.009719721681735771,Healthy
Fusobacterium_gonidiaformans,0.011235955056179775,5.6586472845148686e-05,Healthy
Fusobacterium_hwasookii,0.0449438202247191,4.17368846570083e-05,Healthy
Fusobacterium_massiliense,0.02247191011235955,3.21801299155528e-05,Healthy
Fusobacterium_mortiferum,0.23595505617977527,0.03130792256238493,Healthy
Fusobacterium_necrophorum,0.0056179775280898875,1.0036636765015804e-05,Healthy
Fusobacterium_nucleatum,0.14606741573033707,0.00042360568554766754,Healthy
Fusobacterium_perfoetens,0.10112359550561797,9.510075984523837e-05,Healthy
Fusobacterium_periodonticum,0.1797752808988764,0.0001829720482466368,Healthy
Fusobacterium_sp_oral_taxon_203,0.03932584269662921,2.9146320682843397e-05,Healthy
Fusobacterium_ulcerans,0.19662921348314608,0.0023021118343697607,Healthy
Fusobacterium_varium,0.19662921348314608,0.0017803350432896283,Healthy
Gardnerella_vaginalis,0.02247191011235955,5.969964079722292e-05,Healthy
Gemella_asaccharolytica,0.011235955056179775,2.59405284730459e-05,Healthy
Gemella_haemolysans,0.3595505617977528,0.00019965893441583317,Healthy
Gemella_morbillorum,0.4044943820224719,7.040310436936212e-05,Healthy
Gemella_sanguinis,0.7865168539325843,0.000170756274475469,Healthy
Gemella_sp_ND_6198,0.02247191011235955,1.8057849609786048e-05,Healthy
Gemella_sp_oral_taxon_928,0.011235955056179775,1.6147199475731648e-05,Healthy
Gemmiger_formicilis,0.9943820224719101,0.01220962587580712,Healthy
Gibbsiella_quercinecans,0.011235955056179775,1.4939186585236374e-05,Healthy
Globicatella_sulfidifaciens,0.0056179775280898875,1.1517959754018484e-05,Healthy
Gordonibacter_massiliensis,0.10112359550561797,1.8583185405247173e-05,Healthy
Gordonibacter_pamelaeae,0.7752808988764045,8.966574398028755e-05,Healthy
Gordonibacter_urolithinfaciens,0.5337078651685393,0.0001028457674650874,Healthy
Gottschalkia_purinilytica,0.0056179775280898875,6.905702944820788e-05,Healthy
Granulicatella_adiacens,0.9101123595505618,0.00016612357647959806,Healthy
Granulicatella_balaenopterae,0.011235955056179775,1.4445840249729412e-05,Healthy
Granulicatella_elegans,0.28651685393258425,5.755885458027707e-05,Healthy
Haematospirillum_jordaniae,0.011235955056179775,1.6087669881194366e-05,Healthy
Haemophilus_aegyptius,0.07303370786516854,2.6454969824143662e-05,Healthy
Haemophilus_haemolyticus,0.42696629213483145,0.00011248913840692515,Healthy
Haemophilus_influenzae,0.2247191011235955,0.00021667633154037234,Healthy
Haemophilus_parainfluenzae,0.8876404494382022,0.00634029472800792,Healthy
Haemophilus_pittmaniae,0.550561797752809,0.00039943596771949716,Healthy
Haemophilus_sp_oral_taxon_036,0.46629213483146065,0.0001244440001486399,Healthy
Haemophilus_sputorum,0.5617977528089888,0.00015303267941430137,Healthy
Hafnia_alvei,0.016853932584269662,5.284005197033886e-05,Healthy
Hafnia_paralvei,0.033707865168539325,0.00012626055249960336,Healthy
Hafnia_sp_CBA7124,0.028089887640449437,8.853864487881575e-05,Healthy
Halotalea_alkalilenta,0.0056179775280898875,1.286384816697811e-05,Healthy
Hathewaya_proteolytica,0.011235955056179775,1.4522578243476533e-05,Healthy
Helcococcus_kunzii,0.011235955056179775,1.5180567103558077e-05,Healthy
Helcococcus_sueciensis,0.0056179775280898875,1.7267291284962045e-05,Healthy
Helicobacter_canadensis,0.0056179775280898875,6.595911633865642e-05,Healthy
Helicobacter_cinaedi,0.028089887640449437,0.002699066711490403,Healthy
Helicobacter_fennelliae,0.016853932584269662,6.48976956477411e-05,Healthy
Helicobacter_macacae,0.0056179775280898875,4.4428154027025064e-05,Healthy
Helicobacter_pylori,0.0056179775280898875,1.6927226849536472e-05,Healthy
Helicobacter_trogontum,0.0056179775280898875,1.7842710160535873e-05,Healthy
Helicobacter_typhlonius,0.0056179775280898875,1.8911207369791507e-05,Healthy
Heliobacterium_modesticaldum,0.011235955056179775,1.9706713780367972e-05,Healthy
Hellea_balneolensis,0.0056179775280898875,1.5894471384507712e-05,Healthy
Herbinix_luporum,0.016853932584269662,1.2079921421024128e-05,Healthy
Hespellia_stercorisuis,0.9044943820224719,0.0001188983410403617,Healthy
Histophilus_somni,0.033707865168539325,6.307243698224528e-05,Healthy
Holdemanella_biformis,0.9662921348314607,0.00289286598230291,Healthy
Holdemania_massiliensis,0.9719101123595506,0.0002459954509967003,Healthy
Hungateiclostridiaceae_bacterium_KB18,0.5337078651685393,2.6484197694005256e-05,Healthy
Hungateiclostridium_cellulolyticum,0.016853932584269662,1.5880336490871046e-05,Healthy
Hungateiclostridium_clariflavum,0.011235955056179775,1.3199552722856227e-05,Healthy
Hungateiclostridium_saccincola,0.033707865168539325,1.4573390301395672e-05,Healthy
Hungatella_hathewayi,0.9943820224719101,0.0005029710556783889,Healthy
Hydrogenoanaerobacterium_saccharovorans,0.011235955056179775,1.4195158662076836e-05,Healthy
Ignavigranum_ruoffiae,0.0056179775280898875,3.0023441037762016e-05,Healthy
Ileibacterium_valens,0.02247191011235955,5.479205068531174e-05,Healthy
Insolitispirillum_peregrinum,0.0056179775280898875,1.436744832185445e-05,Healthy
Intestinibacillus_massiliensis,0.8876404494382022,7.990032776754802e-05,Healthy
Intestinibacter_bartlettii,0.949438202247191,0.00047277907810458513,Healthy
Intestinibaculum_porci,0.16292134831460675,3.524798514182893e-05,Healthy
Intestinimonas_butyriciproducens,0.9887640449438202,0.0010389299319891942,Healthy
Johnsonella_ignava,0.9213483146067416,0.0001290514189208696,Healthy
Jonquetella_anthropi,0.016853932584269662,0.00022194499631339467,Healthy
Kallipyga_gabonensis,0.011235955056179775,1.3578902086993111e-05,Healthy
Kallipyga_massiliensis,0.10112359550561797,1.9813141438485298e-05,Healthy
Kandleria_vitulina,0.06179775280898876,0.00010914466945440058,Healthy
Kingella_denitrificans,0.05056179775280899,1.6251451101545885e-05,Healthy
Kingella_oralis,0.011235955056179775,1.7288932920261782e-05,Healthy
Klebsiella_aerogenes,0.16292134831460675,0.0017341028628799719,Healthy
Klebsiella_michiganensis,0.16853932584269662,0.000564055716867348,Healthy
Klebsiella_oxytoca,0.12921348314606743,0.0002745265909197123,Healthy
Klebsiella_pneumoniae,0.29775280898876405,0.026159550592228104,Healthy
Klebsiella_quasipneumoniae,0.20786516853932585,0.007622715050281284,Healthy
Klebsiella_quasivariicola,0.15168539325842698,0.00032566197891136715,Healthy
Klebsiella_sp_FDAARGOS_511,0.11235955056179775,0.000611247477493063,Healthy
Klebsiella_sp_LTGPAF-6F,0.11797752808988764,0.00015999391470216296,Healthy
Klebsiella_sp_M5al,0.15168539325842698,0.00023044484093310197,Healthy
Klebsiella_sp_P1CD1,0.2303370786516854,0.004082153232343099,Healthy
Klebsiella_variicola,0.24719101123595505,0.007747176274491429,Healthy
Kluyvera_ascorbata,0.11235955056179775,0.00022975821096080088,Healthy
Kluyvera_cryocrescens,0.1348314606741573,0.00011510894517800423,Healthy
Kluyvera_intermedia,0.05056179775280899,3.049526644227456e-05,Healthy
Kosakonia_cowanii,0.016853932584269662,4.677847862685898e-05,Healthy
Kosakonia_oryzae,0.016853932584269662,2.6552685801452176e-05,Healthy
Kosakonia_radicincitans,0.02247191011235955,0.0005238214211020579,Healthy
Kosakonia_sacchari,0.02247191011235955,7.748149032993915e-05,Healthy
Kosakonia_sp_CCTCC_M2018092,0.0056179775280898875,6.232757747874908e-05,Healthy
Lachnoanaerobaculum_saburreum,0.898876404494382,6.647498772690085e-05,Healthy
Lachnoanaerobaculum_umeaense,0.12359550561797752,2.698632844858317e-05,Healthy
Lachnobacterium_bovis,0.06741573033707865,1.8158396830117914e-05,Healthy
Lachnoclostridium_phocaeense,0.9943820224719101,0.00022860119034558005,Healthy
Lachnoclostridium_sp_YL32,0.9943820224719101,0.0006267207341864664,Healthy
Lachnospira_multipara,0.37640449438202245,3.384735314577364e-05,Healthy
Lachnospiraceae_bacterium,0.0056179775280898875,1.16943907455182e-05,Healthy
Lachnospiraceae_bacterium_Choco86,1.0,0.00074141658110764,Healthy
Lachnospiraceae_bacterium_GAM79,1.0,0.013347960646954444,Healthy
Lachnospiraceae_bacterium_oral_taxon_500,0.5168539325842697,5.6303807545855035e-05,Healthy
Lactobacillus_acetotolerans,0.0056179775280898875,1.1822169770963365e-05,Healthy
Lactobacillus_acidophilus,0.011235955056179775,6.313076189176664e-05,Healthy
Lactobacillus_agilis,0.011235955056179775,1.4800507365321947e-05,Healthy
Lactobacillus_alimentarius,0.0056179775280898875,1.1931804097531128e-05,Healthy
Lactobacillus_amylolyticus,0.011235955056179775,1.634917135460429e-05,Healthy
Lactobacillus_amylophilus,0.0056179775280898875,2.0958670273590115e-05,Healthy
Lactobacillus_amylovorus,0.028089887640449437,0.01497807443237908,Healthy
Lactobacillus_animalis,0.0056179775280898875,1.1903025974180674e-05,Healthy
Lactobacillus_antri,0.06179775280898876,7.828057217987762e-05,Healthy
Lactobacillus_bifermentans,0.0056179775280898875,3.5042315332444375e-05,Healthy
Lactobacillus_brevis,0.016853932584269662,0.00013514648996222338,Healthy
Lactobacillus_camelliae,0.0056179775280898875,1.4907693388962991e-05,Healthy
Lactobacillus_casei,0.09550561797752809,0.0007155376673804172,Healthy
Lactobacillus_crispatus,0.056179775280898875,0.001393025806960918,Healthy
Lactobacillus_crustorum,0.0056179775280898875,0.00011905788235000215,Healthy
Lactobacillus_curvatus,0.028089887640449437,3.248699406635452e-05,Healthy
Lactobacillus_delbrueckii,0.1404494382022472,0.0004128889271197793,Healthy
Lactobacillus_equi,0.0056179775280898875,3.588853178304121e-05,Healthy
Lactobacillus_fermentum,0.10112359550561797,0.002852342507184549,Healthy
Lactobacillus_frumenti,0.016853932584269662,1.591423741248831e-05,Healthy
Lactobacillus_gallinarum,0.0056179775280898875,1.1588102006826246e-05,Healthy
Lactobacillus_gasseri,0.19101123595505617,0.000213808510503941,Healthy
Lactobacillus_gastricus,0.0449438202247191,7.805329238169379e-05,Healthy
Lactobacillus_gigeriorum,0.011235955056179775,2.3313428967136486e-05,Healthy
Lactobacillus_hayakitensis,0.011235955056179775,6.0683659967775696e-05,Healthy
Lactobacillus_helveticus,0.028089887640449437,6.694845737640847e-05,Healthy
Lactobacillus_hominis,0.0056179775280898875,1.6413773419626693e-05,Healthy
Lactobacillus_iners,0.06179775280898876,0.00016602669687105045,Healthy
Lactobacillus_ingluviei,0.0056179775280898875,1.747263856425056e-05,Healthy
Lactobacillus_johnsonii,0.02247191011235955,6.005086802845556e-05,Healthy
Lactobacillus_kefiranofaciens,0.0056179775280898875,0.00011087552513666644,Healthy
Lactobacillus_mucosae,0.03932584269662921,0.0005170536095952873,Healthy
Lactobacillus_murinus,0.011235955056179775,1.9522375236653402e-05,Healthy
Lactobacillus_oryzae,0.0056179775280898875,1.1497250043524452e-05,Healthy
Lactobacillus_paracasei,0.10112359550561797,0.00047746082248879867,Healthy
Lactobacillus_paragasseri,0.14606741573033707,0.00016506015447782956,Healthy
Lactobacillus_pentosus,0.0056179775280898875,1.3373907085207782e-05,Healthy
Lactobacillus_plantarum,0.016853932584269662,0.00021573924685399187,Healthy
Lactobacillus_pontis,0.016853932584269662,0.00031984682049461126,Healthy
Lactobacillus_reuteri,0.0056179775280898875,2.268181015613867e-05,Healthy
