Bacterial_Species,Prevalence,Cohort
Enterococcus_gallinarum,0.011235955056179775,Healthy
Enterococcus_gilvus,0.34269662921348315,Healthy
Enterococcus_hermanniensis,0.0056179775280898875,Healthy
Enterococcus_hirae,0.011235955056179775,Healthy
Enterococcus_italicus,0.011235955056179775,Healthy
Enterococcus_malodoratus,0.033707865168539325,Healthy
Enterococcus_massiliensis,0.011235955056179775,Healthy
Enterococcus_mundtii,0.0056179775280898875,Healthy
Enterococcus_pseudoavium,0.02247191011235955,Healthy
Enterococcus_saccharolyticus,0.011235955056179775,Healthy
Enterococcus_sp_CR-Ec1,0.0056179775280898875,Healthy
Enterococcus_sp_FDAARGOS_375,0.02247191011235955,Healthy
Enterococcus_sp_FDAARGOS_553,0.0449438202247191,Healthy
Enterococcus_thailandicus,0.016853932584269662,Healthy
Enterorhabdus_caecimuris,0.2640449438202247,Healthy
Enterorhabdus_mucosicola,0.21348314606741572,Healthy
Erwinia_iniecta,0.011235955056179775,Healthy
Erwinia_mallotivora,0.0056179775280898875,Healthy
Erwinia_persicina,0.0056179775280898875,Healthy
Erwinia_teleogrylli,0.033707865168539325,Healthy
Erwinia_tracheiphila,0.02247191011235955,Healthy
Erysipelatoclostridium_ramosum,0.7865168539325843,Healthy
Erysipelothrix_rhusiopathiae,0.0056179775280898875,Healthy
Erysipelotrichaceae_bacterium_GAM147,0.949438202247191,Healthy
Erysipelotrichaceae_bacterium_I46,0.848314606741573,Healthy
Escherichia_albertii,0.06741573033707865,Healthy
Escherichia_coli,0.7078651685393258,Healthy
Escherichia_fergusonii,0.15730337078651685,Healthy
Escherichia_marmotae,0.07303370786516854,Healthy
Ethanoligenens_harbinense,0.028089887640449437,Healthy
Eubacterium_brachy,0.5561797752808989,Healthy
Eubacterium_callanderi,0.6910112359550562,Healthy
Eubacterium_cellulosolvens,0.1853932584269663,Healthy
Eubacterium_coprostanoligenes,0.7528089887640449,Healthy
Eubacterium_eligens,0.9719101123595506,Healthy
Eubacterium_limosum,0.11235955056179775,Healthy
Eubacterium_minutum,0.12359550561797752,Healthy
Eubacterium_nodatum,0.3707865168539326,Healthy
Eubacterium_oxidoreducens,0.47752808988764045,Healthy
Eubacterium_plexicaudatum,0.9719101123595506,Healthy
Eubacterium_pyruvativorans,0.1348314606741573,Healthy
Eubacterium_ramulus,1.0,Healthy
Eubacterium_rectale,1.0,Healthy
Eubacterium_ruminantium,0.11235955056179775,Healthy
Eubacterium_saphenum,0.12359550561797752,Healthy
Eubacterium_siraeum,0.7247191011235955,Healthy
Eubacterium_sulci,0.848314606741573,Healthy
Eubacterium_uniforme,0.3651685393258427,Healthy
Eubacterium_ventriosum,0.9831460674157303,Healthy
Eubacterium_xylanophilum,0.1348314606741573,Healthy
Ezakiella_massiliensis,0.0056179775280898875,Healthy
Facklamia_hominis,0.011235955056179775,Healthy
Facklamia_ignava,0.0056179775280898875,Healthy
Facklamia_languida,0.12921348314606743,Healthy
Facklamia_miroungae,0.0056179775280898875,Healthy
Faecalibacterium_prausnitzii,1.0,Healthy
Faecalibaculum_rodentium,0.5393258426966292,Healthy
Faecalicatena_contorta,1.0,Healthy
Faecalicatena_fissicatena,0.09550561797752809,Healthy
Faecalicoccus_pleomorphus,0.8595505617977528,Healthy
Faecalitalea_cylindroides,0.9943820224719101,Healthy
Fastidiosipila_sanguinis,0.028089887640449437,Healthy
Fenollaria_massiliensis,0.10112359550561797,Healthy
Fenollaria_timonensis,0.0449438202247191,Healthy
Fermentimonas_caenicola,0.09550561797752809,Healthy
Filifactor_alocis,0.3707865168539326,Healthy
Finegoldia_magna,0.20224719101123595,Healthy
Flavobacterium_fontis,0.0056179775280898875,Healthy
Flavobacterium_marinum,0.011235955056179775,Healthy
Flavonifractor_plautii,0.9943820224719101,Healthy
Fournierella_massiliensis,1.0,Healthy
Franconibacter_pulveris,0.0056179775280898875,Healthy
Fructobacillus_durionis,0.0056179775280898875,Healthy
Fusicatenibacter_saccharivorans,1.0,Healthy
Fusobacterium_gonidiaformans,0.011235955056179775,Healthy
Fusobacterium_hwasookii,0.0449438202247191,Healthy
Fusobacterium_massiliense,0.02247191011235955,Healthy
Fusobacterium_mortiferum,0.23595505617977527,Healthy
Fusobacterium_necrophorum,0.0056179775280898875,Healthy
Fusobacterium_nucleatum,0.14606741573033707,Healthy
Fusobacterium_perfoetens,0.10112359550561797,Healthy
Fusobacterium_periodonticum,0.1797752808988764,Healthy
Fusobacterium_sp_oral_taxon_203,0.03932584269662921,Healthy
Fusobacterium_ulcerans,0.19662921348314608,Healthy
Fusobacterium_varium,0.19662921348314608,Healthy
Gardnerella_vaginalis,0.02247191011235955,Healthy
Gemella_asaccharolytica,0.011235955056179775,Healthy
Gemella_haemolysans,0.3595505617977528,Healthy
Gemella_morbillorum,0.4044943820224719,Healthy
Gemella_sanguinis,0.7865168539325843,Healthy
Gemella_sp_ND_6198,0.02247191011235955,Healthy
Gemella_sp_oral_taxon_928,0.011235955056179775,Healthy
Gemmiger_formicilis,0.9943820224719101,Healthy
Gibbsiella_quercinecans,0.011235955056179775,Healthy
Globicatella_sulfidifaciens,0.0056179775280898875,Healthy
Gordonibacter_massiliensis,0.10112359550561797,Healthy
Gordonibacter_pamelaeae,0.7752808988764045,Healthy
Gordonibacter_urolithinfaciens,0.5337078651685393,Healthy
Gottschalkia_purinilytica,0.0056179775280898875,Healthy
Granulicatella_adiacens,0.9101123595505618,Healthy
Granulicatella_balaenopterae,0.011235955056179775,Healthy
Granulicatella_elegans,0.28651685393258425,Healthy
Haematospirillum_jordaniae,0.011235955056179775,Healthy
Haemophilus_aegyptius,0.07303370786516854,Healthy
Haemophilus_haemolyticus,0.42696629213483145,Healthy
Haemophilus_influenzae,0.2247191011235955,Healthy
Haemophilus_parainfluenzae,0.8876404494382022,Healthy
Haemophilus_pittmaniae,0.550561797752809,Healthy
Haemophilus_sp_oral_taxon_036,0.46629213483146065,Healthy
Haemophilus_sputorum,0.5617977528089888,Healthy
Hafnia_alvei,0.016853932584269662,Healthy
Hafnia_paralvei,0.033707865168539325,Healthy
Hafnia_sp_CBA7124,0.028089887640449437,Healthy
Halotalea_alkalilenta,0.0056179775280898875,Healthy
Hathewaya_proteolytica,0.011235955056179775,Healthy
Helcococcus_kunzii,0.011235955056179775,Healthy
Helcococcus_sueciensis,0.0056179775280898875,Healthy
Helicobacter_canadensis,0.0056179775280898875,Healthy
Helicobacter_cinaedi,0.028089887640449437,Healthy
Helicobacter_fennelliae,0.016853932584269662,Healthy
Helicobacter_macacae,0.0056179775280898875,Healthy
Helicobacter_pylori,0.0056179775280898875,Healthy
Helicobacter_trogontum,0.0056179775280898875,Healthy
Helicobacter_typhlonius,0.0056179775280898875,Healthy
Heliobacterium_modesticaldum,0.011235955056179775,Healthy
Hellea_balneolensis,0.0056179775280898875,Healthy
Herbinix_luporum,0.016853932584269662,Healthy
Hespellia_stercorisuis,0.9044943820224719,Healthy
Histophilus_somni,0.033707865168539325,Healthy
Holdemanella_biformis,0.9662921348314607,Healthy
Holdemania_massiliensis,0.9719101123595506,Healthy
Hungateiclostridiaceae_bacterium_KB18,0.5337078651685393,Healthy
Hungateiclostridium_cellulolyticum,0.016853932584269662,Healthy
Hungateiclostridium_clariflavum,0.011235955056179775,Healthy
Hungateiclostridium_saccincola,0.033707865168539325,Healthy
Hungatella_hathewayi,0.9943820224719101,Healthy
Hydrogenoanaerobacterium_saccharovorans,0.011235955056179775,Healthy
Ignavigranum_ruoffiae,0.0056179775280898875,Healthy
Ileibacterium_valens,0.02247191011235955,Healthy
Insolitispirillum_peregrinum,0.0056179775280898875,Healthy
Intestinibacillus_massiliensis,0.8876404494382022,Healthy
Intestinibacter_bartlettii,0.949438202247191,Healthy
Intestinibaculum_porci,0.16292134831460675,Healthy
Intestinimonas_butyriciproducens,0.9887640449438202,Healthy
Johnsonella_ignava,0.9213483146067416,Healthy
Jonquetella_anthropi,0.016853932584269662,Healthy
Kallipyga_gabonensis,0.011235955056179775,Healthy
Kallipyga_massiliensis,0.10112359550561797,Healthy
Kandleria_vitulina,0.06179775280898876,Healthy
Kingella_denitrificans,0.05056179775280899,Healthy
Kingella_oralis,0.011235955056179775,Healthy
Klebsiella_aerogenes,0.16292134831460675,Healthy
Klebsiella_michiganensis,0.16853932584269662,Healthy
Klebsiella_oxytoca,0.12921348314606743,Healthy
Klebsiella_pneumoniae,0.29775280898876405,Healthy
Klebsiella_quasipneumoniae,0.20786516853932585,Healthy
Klebsiella_quasivariicola,0.15168539325842698,Healthy
Klebsiella_sp_FDAARGOS_511,0.11235955056179775,Healthy
Klebsiella_sp_LTGPAF-6F,0.11797752808988764,Healthy
Klebsiella_sp_M5al,0.15168539325842698,Healthy
Klebsiella_sp_P1CD1,0.2303370786516854,Healthy
Klebsiella_variicola,0.24719101123595505,Healthy
Kluyvera_ascorbata,0.11235955056179775,Healthy
Kluyvera_cryocrescens,0.1348314606741573,Healthy
Kluyvera_intermedia,0.05056179775280899,Healthy
Kosakonia_cowanii,0.016853932584269662,Healthy
Kosakonia_oryzae,0.016853932584269662,Healthy
Kosakonia_radicincitans,0.02247191011235955,Healthy
Kosakonia_sacchari,0.02247191011235955,Healthy
Kosakonia_sp_CCTCC_M2018092,0.0056179775280898875,Healthy
Lachnoanaerobaculum_saburreum,0.898876404494382,Healthy
Lachnoanaerobaculum_umeaense,0.12359550561797752,Healthy
Lachnobacterium_bovis,0.06741573033707865,Healthy
Lachnoclostridium_phocaeense,0.9943820224719101,Healthy
Lachnoclostridium_sp_YL32,0.9943820224719101,Healthy
Lachnospira_multipara,0.37640449438202245,Healthy
Lachnospiraceae_bacterium,0.0056179775280898875,Healthy
Lachnospiraceae_bacterium_Choco86,1.0,Healthy
Lachnospiraceae_bacterium_GAM79,1.0,Healthy
Lachnospiraceae_bacterium_oral_taxon_500,0.5168539325842697,Healthy
Lactobacillus_acetotolerans,0.0056179775280898875,Healthy
Lactobacillus_acidophilus,0.011235955056179775,Healthy
Lactobacillus_agilis,0.011235955056179775,Healthy
Lactobacillus_alimentarius,0.0056179775280898875,Healthy
Lactobacillus_amylolyticus,0.011235955056179775,Healthy
Lactobacillus_amylophilus,0.0056179775280898875,Healthy
Lactobacillus_amylovorus,0.028089887640449437,Healthy
Lactobacillus_animalis,0.0056179775280898875,Healthy
Lactobacillus_antri,0.06179775280898876,Healthy
Lactobacillus_bifermentans,0.0056179775280898875,Healthy
Lactobacillus_brevis,0.016853932584269662,Healthy
Lactobacillus_camelliae,0.0056179775280898875,Healthy
Lactobacillus_casei,0.09550561797752809,Healthy
Lactobacillus_crispatus,0.056179775280898875,Healthy
Lactobacillus_crustorum,0.0056179775280898875,Healthy
Lactobacillus_curvatus,0.028089887640449437,Healthy
Lactobacillus_delbrueckii,0.1404494382022472,Healthy
Lactobacillus_equi,0.0056179775280898875,Healthy
Lactobacillus_fermentum,0.10112359550561797,Healthy
Lactobacillus_frumenti,0.016853932584269662,Healthy
Lactobacillus_gallinarum,0.0056179775280898875,Healthy
Lactobacillus_gasseri,0.19101123595505617,Healthy
Lactobacillus_gastricus,0.0449438202247191,Healthy
Lactobacillus_gigeriorum,0.011235955056179775,Healthy
Lactobacillus_hayakitensis,0.011235955056179775,Healthy
Lactobacillus_helveticus,0.028089887640449437,Healthy
Lactobacillus_hominis,0.0056179775280898875,Healthy
Lactobacillus_iners,0.06179775280898876,Healthy
Lactobacillus_ingluviei,0.0056179775280898875,Healthy
Lactobacillus_johnsonii,0.02247191011235955,Healthy
Lactobacillus_kefiranofaciens,0.0056179775280898875,Healthy
Lactobacillus_mucosae,0.03932584269662921,Healthy
Lactobacillus_murinus,0.011235955056179775,Healthy
Lactobacillus_oryzae,0.0056179775280898875,Healthy
Lactobacillus_paracasei,0.10112359550561797,Healthy
Lactobacillus_paragasseri,0.14606741573033707,Healthy
Lactobacillus_pentosus,0.0056179775280898875,Healthy
Lactobacillus_plantarum,0.016853932584269662,Healthy
Lactobacillus_pontis,0.016853932584269662,Healthy
Lactobacillus_reuteri,0.0056179775280898875,Healthy
Lactobacillus_rhamnosus,0.028089887640449437,Healthy
Lactobacillus_rogosae,0.9719101123595506,Healthy
Lactobacillus_rossiae,0.0056179775280898875,Healthy
Lactobacillus_ruminis,0.3707865168539326,Healthy
Lactobacillus_sakei,0.011235955056179775,Healthy
Lactobacillus_salivarius,0.16292134831460675,Healthy
Lactobacillus_sanfranciscensis,0.12359550561797752,Healthy
Lactobacillus_satsumensis,0.0056179775280898875,Healthy
Lactobacillus_sp_D1501,0.016853932584269662,Healthy
Lactobacillus_suebicus,0.0056179775280898875,Healthy
Lactobacillus_uvarum,0.0056179775280898875,Healthy
Lactobacillus_vaginalis,0.03932584269662921,Healthy
Lactococcus_garvieae,0.028089887640449437,Healthy
Lactococcus_lactis,0.3146067415730337,Healthy
Lactococcus_piscium,0.0056179775280898875,Healthy
Lactococcus_raffinolactis,0.016853932584269662,Healthy
Lactonifactor_longoviformis,0.9831460674157303,Healthy
Lagierella_massiliensis,0.016853932584269662,Healthy
Lamprocystis_purpurea,0.0056179775280898875,Healthy
Lautropia_mirabilis,0.0898876404494382,Healthy
Lawsonella_clevelandensis,0.06179775280898876,Healthy
Lawsonia_intracellularis,0.016853932584269662,Healthy
Leadbetterella_byssophila,0.0056179775280898875,Healthy
Leclercia_adecarboxylata,0.05056179775280899,Healthy
Leclercia_sp_LSNIH1,0.033707865168539325,Healthy
Leclercia_sp_LSNIH3,0.06741573033707865,Healthy
Leclercia_sp_W17,0.028089887640449437,Healthy
Leclercia_sp_W6,0.033707865168539325,Healthy
Legionella_londiniensis,0.0056179775280898875,Healthy
Lelliottia_amnigena,0.016853932584269662,Healthy
Lelliottia_jeotgali,0.016853932584269662,Healthy
Lelliottia_nimipressuralis,0.11235955056179775,Healthy
Lelliottia_sp_WB101,0.011235955056179775,Healthy
Leminorella_grimontii,0.0056179775280898875,Healthy
Leptospira_broomii,0.0056179775280898875,Healthy
Leptospira_kirschneri,0.03932584269662921,Healthy
Leptotrichia_buccalis,0.033707865168539325,Healthy
Leptotrichia_sp_oral_taxon_212,0.0449438202247191,Healthy
Leptotrichia_sp_oral_taxon_498,0.028089887640449437,Healthy
Leptotrichia_sp_oral_taxon_847,0.011235955056179775,Healthy
Leptotrichia_trevisanii,0.016853932584269662,Healthy
Leptotrichia_wadei,0.0898876404494382,Healthy
Leuconostoc_citreum,0.011235955056179775,Healthy
Leuconostoc_garlicum,0.033707865168539325,Healthy
Leuconostoc_gelidum,0.016853932584269662,Healthy
Leuconostoc_lactis,0.0449438202247191,Healthy
Leuconostoc_mesenteroides,0.011235955056179775,Healthy
Levyella_massiliensis,0.7696629213483146,Healthy
Libanicoccus_massiliensis,0.37640449438202245,Healthy
Lonsdalea_quercina,0.0056179775280898875,Healthy
Luteimonas_huabeiensis,0.0056179775280898875,Healthy
Lutispora_thermophila,0.06741573033707865,Healthy
Macrococcus_sp_IME1552,0.0056179775280898875,Healthy
Mageeibacillus_indolicus,0.39325842696629215,Healthy
Mailhella_massiliensis,0.19662921348314608,Healthy
Malonomonas_rubra,0.0056179775280898875,Healthy
Mangrovibacter_phragmitis,0.033707865168539325,Healthy
Mannheimia_sp_USDA-ARS-USMARC-1261,0.011235955056179775,Healthy
Marinilactibacillus_piezotolerans,0.17415730337078653,Healthy
Mariniphaga_anaerophila,0.23595505617977527,Healthy
Marinobacter_hydrocarbonoclasticus,0.0056179775280898875,Healthy
Marinomonas_fungiae,0.0056179775280898875,Healthy
Marvinbryantia_formatexigens,0.9438202247191011,Healthy
Massilimaliae_massiliensis,0.5337078651685393,Healthy
Massilimicrobiota_timonensis,0.7528089887640449,Healthy
Massilioclostridium_coli,0.9943820224719101,Healthy
Mediterranea_massiliensis,0.9887640449438202,Healthy
Megamonas_funiformis,0.33146067415730335,Healthy
Megamonas_hypermegale,0.2303370786516854,Healthy
Megasphaera_cerevisiae,0.09550561797752809,Healthy
Megasphaera_elsdenii,0.34269662921348315,Healthy
Megasphaera_genomosp_type_1,0.1348314606741573,Healthy
Megasphaera_hexanoica,0.19101123595505617,Healthy
Megasphaera_massiliensis,0.1348314606741573,Healthy
Megasphaera_micronuciformis,0.4943820224719101,Healthy
Megasphaera_paucivorans,0.011235955056179775,Healthy
Megasphaera_stantonii,0.28651685393258425,Healthy
Meiothermus_silvanus,0.06741573033707865,Healthy
Merdibacter_massiliensis,0.9719101123595506,Healthy
Merdimonas_faecis,0.9943820224719101,Healthy
Metakosakonia_sp_MRY16-398,0.07303370786516854,Healthy
Microbacterium_aurum,0.0056179775280898875,Healthy
Microbacterium_paraoxydans,0.0056179775280898875,Healthy
Microbacterium_sp_PAMC_28756,0.0056179775280898875,Healthy
Micrococcus_luteus,0.0056179775280898875,Healthy
Millionella_massiliensis,0.028089887640449437,Healthy
Mitsuokella_multacida,0.15168539325842698,Healthy
Mixta_calida,0.0056179775280898875,Healthy
Mobilibacterium_timonense,0.016853932584269662,Healthy
Mobiluncus_curtisii,0.02247191011235955,Healthy
Mogibacterium_diversum,0.9662921348314607,Healthy
Mogibacterium_pumilum,0.37640449438202245,Healthy
Mogibacterium_timidum,0.2808988764044944,Healthy
Monoglobus_pectinilyticus,0.9101123595505618,Healthy
Moraxella_osloensis,0.0056179775280898875,Healthy
Mordavella_sp_Marseille-P3756,0.9831460674157303,Healthy
Morganella_morganii,0.05056179775280899,Healthy
Mucinivorans_hirudinis,0.0449438202247191,Healthy
Murdochiella_massiliensis,0.3595505617977528,Healthy
Murdochiella_vaginalis,0.21910112359550563,Healthy
Muribaculum_intestinale,0.6292134831460674,Healthy
Mycolicibacterium_malmesburyense,0.0056179775280898875,Healthy
Mycoplasma_opalescens,0.0056179775280898875,Healthy
Myroides_odoratimimus,0.028089887640449437,Healthy
Ndongobacter_massiliensis,0.05056179775280899,Healthy
Necropsobacter_massiliensis,0.033707865168539325,Healthy
Negativibacillus_massiliensis,0.9943820224719101,Healthy
Negativicoccus_massiliensis,0.011235955056179775,Healthy
Neglecta_timonensis,0.8932584269662921,Healthy
Neisseria_cinerea,0.0449438202247191,Healthy
Neisseria_elongata,0.03932584269662921,Healthy
Neisseria_gonorrhoeae,0.011235955056179775,Healthy
Neisseria_lactamica,0.016853932584269662,Healthy
Neisseria_meningitidis,0.02247191011235955,Healthy
Neisseria_mucosa,0.2752808988764045,Healthy
Neisseria_polysaccharea,0.0056179775280898875,Healthy
Neisseria_sicca,0.06741573033707865,Healthy
Neisseria_subflava,0.29775280898876405,Healthy
Neofamilia_massiliensis,0.016853932584269662,Healthy
Neomicrococcus_aestuarii,0.033707865168539325,Healthy
Niameybacter_massiliensis,0.033707865168539325,Healthy
Obesumbacterium_proteus,0.028089887640449437,Healthy
Oceanibaculum_pacificum,0.016853932584269662,Healthy
Odoribacter_laneus,0.9044943820224719,Healthy
Odoribacter_splanchnicus,0.9775280898876404,Healthy
Olegusella_massiliensis,0.10674157303370786,Healthy
Oligella_ureolytica,0.0056179775280898875,Healthy
Olsenella_profusa,0.05056179775280899,Healthy
Olsenella_scatoligenes,0.03932584269662921,Healthy
Olsenella_sp_GAM18,0.46629213483146065,Healthy
Olsenella_sp_oral_taxon_807,0.09550561797752809,Healthy
Olsenella_timonensis,0.1797752808988764,Healthy
Olsenella_uli,0.20786516853932585,Healthy
Olsenella_umbonata,0.011235955056179775,Healthy
Oribacterium_parvum,0.39325842696629215,Healthy
Oribacterium_sinus,0.651685393258427,Healthy
Ornithobacterium_rhinotracheale,0.19101123595505617,Healthy
Oscillibacter_ruminantium,0.6179775280898876,Healthy
Oscillibacter_sp_PEA192,0.9943820224719101,Healthy
Oscillibacter_valericigenes,0.4044943820224719,Healthy
Oxalobacter_formigenes,0.1404494382022472,Healthy
Oxobacter_pfennigii,0.0056179775280898875,Healthy
Paenibacillus_macerans,0.0056179775280898875,Healthy
Paeniclostridium_sordellii,0.07303370786516854,Healthy
Pandoraea_pnomenusa,0.0056179775280898875,Healthy
Pantoea_alhagi,0.016853932584269662,Healthy
Pantoea_ananatis,0.02247191011235955,Healthy
Pantoea_dispersa,0.0056179775280898875,Healthy
Pantoea_sp_At-9b,0.0056179775280898875,Healthy
Pantoea_stewartii,0.02247191011235955,Healthy
Papillibacter_cinnamivorans,0.1404494382022472,Healthy
Parabacteroides_chartae,0.028089887640449437,Healthy
Parabacteroides_distasonis,0.9831460674157303,Healthy
Parabacteroides_goldsteinii,0.9325842696629213,Healthy
Parabacteroides_johnsonii,1.0,Healthy
Parabacteroides_sp_CT06,0.9943820224719101,Healthy
Paraclostridium_bifermentans,0.033707865168539325,Healthy
Paracoccus_alkenifer,0.0056179775280898875,Healthy
Paraprevotella_xylaniphila,0.9775280898876404,Healthy
Parascardovia_denticolens,0.11797752808988764,Healthy
Parasutterella_excrementihominis,0.5224719101123596,Healthy
Parolsenella_catena,0.38764044943820225,Healthy
Parvimonas_micra,0.5,Healthy
Pasteurella_bettyae,0.1797752808988764,Healthy
Pasteurella_multocida,0.0056179775280898875,Healthy
Pasteurellaceae_bacterium_NI1060,0.011235955056179775,Healthy
Pectobacterium_brasiliense,0.0056179775280898875,Healthy
Pectobacterium_polaris,0.0056179775280898875,Healthy
Pediococcus_acidilactici,0.0056179775280898875,Healthy
Pelobacter_propionicus,0.0056179775280898875,Healthy
Pelomonas_puraquae,0.011235955056179775,Healthy
Peptoanaerobacter_stomatis,0.11235955056179775,Healthy
Peptoclostridium_litorale,0.0056179775280898875,Healthy
Peptococcus_niger,0.011235955056179775,Healthy
Peptoniphilus_asaccharolyticus,0.2247191011235955,Healthy
Peptoniphilus_coxii,0.056179775280898875,Healthy
Peptoniphilus_duerdenii,0.10674157303370786,Healthy
Peptoniphilus_grossensis,0.056179775280898875,Healthy
Peptoniphilus_harei,0.07303370786516854,Healthy
Peptoniphilus_indolicus,0.0056179775280898875,Healthy
Peptoniphilus_ivorii,0.0056179775280898875,Healthy
Peptoniphilus_lacrimalis,0.10674157303370786,Healthy
Peptoniphilus_obesi,0.0056179775280898875,Healthy
Peptoniphilus_rhinitidis,0.011235955056179775,Healthy
Peptoniphilus_senegalensis,0.06179775280898876,Healthy
Peptoniphilus_timonensis,0.0056179775280898875,Healthy
Peptoniphilus_urinimassiliensis,0.0449438202247191,Healthy
Peptostreptococcaceae_bacterium_oral_taxon_929,0.10112359550561797,Healthy
Peptostreptococcus_anaerobius,0.3595505617977528,Healthy
Peptostreptococcus_russellii,0.0056179775280898875,Healthy
Peptostreptococcus_stomatis,0.449438202247191,Healthy
Petrimonas_mucosa,0.3539325842696629,Healthy
Phascolarctobacterium_faecium,0.5955056179775281,Healthy
Phascolarctobacterium_succinatutens,0.9719101123595506,Healthy
Phocaeicola_abscessus,0.0449438202247191,Healthy
Phocea_massiliensis,0.9606741573033708,Healthy
Phoenicibacter_congonensis,0.42696629213483145,Healthy
Photorhabdus_asymbiotica,0.011235955056179775,Healthy
Phytobacter_sp_SCO41,0.056179775280898875,Healthy
Phytobacter_ursingii,0.03932584269662921,Healthy
Pisciglobus_halotolerans,0.0056179775280898875,Healthy
Plautia_stali_symbiont,0.0056179775280898875,Healthy
Plesiomonas_shigelloides,0.0056179775280898875,Healthy
Pluralibacter_gergoviae,0.03932584269662921,Healthy
Pontibacillus_litoralis,0.2752808988764045,Healthy
Porphyromonas_asaccharolytica,0.06179775280898876,Healthy
Porphyromonas_bennonis,0.09550561797752809,Healthy
Porphyromonas_cangingivalis,0.016853932584269662,Healthy
Porphyromonas_catoniae,0.016853932584269662,Healthy
Porphyromonas_circumdentaria,0.10674157303370786,Healthy
Porphyromonas_crevioricanis,0.16292134831460675,Healthy
Porphyromonas_endodontalis,0.12359550561797752,Healthy
Porphyromonas_gingivalis,0.12359550561797752,Healthy
Porphyromonas_levii,0.3089887640449438,Healthy
Porphyromonas_macacae,0.016853932584269662,Healthy
Porphyromonas_somerae,0.5280898876404494,Healthy
Porticoccus_hydrocarbonoclasticus,0.0056179775280898875,Healthy
Pragia_fontium,0.0056179775280898875,Healthy
Prevotella_aff_ruminicola_Tc2-24,0.16853932584269662,Healthy
Prevotella_albensis,0.3651685393258427,Healthy
Prevotella_amnii,0.42696629213483145,Healthy
Prevotella_aurantiaca,0.14606741573033707,Healthy
Prevotella_baroniae,0.3707865168539326,Healthy
Prevotella_bergensis,0.43820224719101125,Healthy
Prevotella_bivia,0.7247191011235955,Healthy
Prevotella_brevis,0.20786516853932585,Healthy
Prevotella_bryantii,0.3089887640449438,Healthy
Prevotella_buccae,0.33146067415730335,Healthy
Prevotella_buccalis,0.7303370786516854,Healthy
Prevotella_copri,0.8314606741573034,Healthy
Prevotella_corporis,0.449438202247191,Healthy
Prevotella_dentalis,0.3539325842696629,Healthy
Prevotella_dentasini,0.24719101123595505,Healthy
Prevotella_denticola,0.33146067415730335,Healthy
Prevotella_disiens,0.550561797752809,Healthy
Prevotella_enoeca,0.3258426966292135,Healthy
Prevotella_falsenii,0.17415730337078653,Healthy
Prevotella_fusca,0.4606741573033708,Healthy
Prevotella_histicola,0.3146067415730337,Healthy
Prevotella_ihumii,0.7696629213483146,Healthy
Prevotella_intermedia,0.2752808988764045,Healthy
Prevotella_jejuni,0.25280898876404495,Healthy
Prevotella_loescheii,0.0449438202247191,Healthy
Prevotella_maculosa,0.1404494382022472,Healthy
Prevotella_marshii,0.4550561797752809,Healthy
Prevotella_melaninogenica,0.33146067415730335,Healthy
Prevotella_micans,0.07303370786516854,Healthy
Prevotella_multiformis,0.3707865168539326,Healthy
Prevotella_multisaccharivorax,0.38764044943820225,Healthy
Prevotella_nanceiensis,0.42134831460674155,Healthy
Prevotella_nigrescens,0.14606741573033707,Healthy
Prevotella_oralis,0.11797752808988764,Healthy
Prevotella_oris,0.20786516853932585,Healthy
Prevotella_oryzae,0.1853932584269663,Healthy
Prevotella_oulorum,0.21348314606741572,Healthy
Prevotella_pallens,0.42134831460674155,Healthy
Prevotella_paludivivens,0.08426966292134831,Healthy
Prevotella_ruminicola,0.20786516853932585,Healthy
Prevotella_saccharolytica,0.23595505617977527,Healthy
Prevotella_salivae,0.4044943820224719,Healthy
Prevotella_scopos,0.37640449438202245,Healthy
Prevotella_shahii,0.2752808988764045,Healthy
Prevotella_sp_oral_taxon_299,0.20786516853932585,Healthy
Prevotella_stercorea,0.9606741573033708,Healthy
Prevotella_timonensis,0.8314606741573034,Healthy
Prevotella_veroralis,0.29213483146067415,Healthy
Prevotellamassilia_timonensis,0.9325842696629213,Healthy
Propionibacterium_acidifaciens,0.033707865168539325,Healthy
Propionimicrobium_lymphophilum,0.0056179775280898875,Healthy
Propionimicrobium_sp_Marseille-P3275,0.06741573033707865,Healthy
Proteiniclasticum_ruminis,0.07303370786516854,Healthy
Proteiniphilum_saccharofermentans,0.028089887640449437,Healthy
Proteus_mirabilis,0.028089887640449437,Healthy
Proteus_vulgaris,0.028089887640449437,Healthy
Provencibacterium_massiliense,0.9382022471910112,Healthy
Providencia_alcalifaciens,0.0056179775280898875,Healthy
Providencia_rustigianii,0.0056179775280898875,Healthy
Pseudescherichia_vulneris,0.0056179775280898875,Healthy
Pseudobutyrivibrio_ruminis,0.1404494382022472,Healthy
Pseudoclostridium_thermosuccinogenes,0.028089887640449437,Healthy
Pseudodesulfovibrio_profundus,0.0056179775280898875,Healthy
Pseudoflavonifractor_capillosus,0.9943820224719101,Healthy
Pseudomonas_aeruginosa,0.033707865168539325,Healthy
Pseudomonas_balearica,0.0056179775280898875,Healthy
Pseudomonas_citronellolis,0.0056179775280898875,Healthy
Pseudomonas_fluorescens,0.0056179775280898875,Healthy
Pseudomonas_fragi,0.016853932584269662,Healthy
Pseudomonas_mandelii,0.0056179775280898875,Healthy
Pseudomonas_moraviensis,0.016853932584269662,Healthy
